Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",22.50,22.50,22.50,22.50,-
KUKZ,"Kakuzi Plc
",350.00,350.00,350.00,359.00,"1,800"
KAPC,"Kapchorua Tea Kenya Plc
",70.00,70.00,70.00,74.00,400
LIMT,"Limuru Tea Plc
",500.00,500.00,500.00,500.00,-
SASN,"Sasini Plc
",25.00,26.00,25.50,27.25,"2,800"
WTK,"Williamson Tea Kenya Plc
",156.00,156.00,156.00,156.00,"4,100"
CGEN,"Car and General (K) Ltd
",21.00,21.00,21.00,21.00,-
ABSA,"ABSA Bank Kenya Plc
",9.70,9.90,9.80,9.80,"586,300"
COOP,"Co-operative Bank of Kenya Ltd
",16.40,16.60,16.55,16.35,"475,300"
DTK,"Diamond Trust Bank Kenya Ltd
",196.00,196.00,196.00,196.00,"14,200"
EQTY,"Equity Group Holdings Plc
",41.50,42.50,41.75,42.00,"177,800"
HFCK,"HF Group Ltd
",10.15,10.50,10.20,10.40,"53,100"
IMH,"I & M Holdings Plc
",116.00,125.00,119.00,115.00,300
KCB,"KCB Group Plc
",43.75,45.00,44.50,43.50,"1,484,800"
NBK,"National Bank of Kenya Ltd
",9.05,9.90,9.30,9.10,"2,900"
NCBA,"NCBA Group Plc
",34.50,35.50,35.50,35.50,"1,237,200"
SBIC,"Stanbic Holdings Plc
",81.00,83.00,83.00,81.00,"6,200"
SCBK,"Standard Chartered Bank Kenya Ltd
",205.00,208.00,208.00,206.00,"18,400"
DCON,"Deacons (East Africa) Plc
",2.95,3.20,3.20,3.20,"173,500"
EVRD,"Eveready East Africa Ltd
",2.30,2.45,2.35,2.35,"18,700"
XPRS,"Express Kenya Plc
",3.75,3.75,3.75,3.75,-
KQ,"Kenya Airways Plc
",17.00,17.50,17.30,17.05,"153,400"
LKL,"Longhorn Publishers Plc
",5.35,5.50,5.40,5.80,"69,100"
NBV,"Nairobi Business Ventures Ltd
",3.25,3.40,3.35,3.30,"12,800"
NMG,"Nation Media Group Plc
",114.00,114.00,114.00,115.00,"15,300"
SMER,"Sameer Africa Plc
",2.60,2.80,2.70,2.65,"8,500"
SGL,"Standard Group Plc
",30.00,30.00,30.00,30.00,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",32.50,36.00,35.50,33.00,"16,000"
UCHM,"Uchumi Supermarket Plc
",3.95,4.00,4.00,3.95,"20,300"
SCAN,"WPP ScanGroup Plc
",17.35,18.00,17.55,18.60,"1,700"
ARM,"ARM Cement Plc
",13.10,13.50,13.50,13.35,"32,100"
BAMB,"Bamburi Cement Ltd
",178.00,178.00,178.00,178.00,-
CRWN,"Crown Paints Kenya Plc
",78.00,80.00,79.00,78.50,300
CABL,"East African Cables Plc
",5.55,5.65,5.65,5.70,"12,300"
PORT,"East African Portland Cement Ltd
",26.25,26.25,26.25,26.25,-
KENO,"KenolKobil Ltd
",14.65,14.65,14.65,14.60,"15,000"
KEGN,"Kenya Electricity Generating Company Plc
",8.30,8.40,8.40,8.45,"400,500"
KPLC-P4,"KPLC-P4
",5.00,5.00,5.00,5.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",9.10,9.50,9.25,9.30,"2,121,100"
TOTL,"TotalEnergies Marketing Kenya Plc
",25.25,26.00,26.00,25.50,"5,100"
UMME,"Umeme Ltd
",12.25,12.25,12.25,12.25,500
BRIT,"Britam Holdings Plc
",12.95,13.10,13.05,13.00,"79,200"
CIC,"CIC Insurance Group Ltd
",5.50,5.65,5.60,5.60,"131,000"
JUB,"Jubilee Holdings Ltd
",499.00,500.00,500.00,480.00,"12,100"
KNRE,"Kenya Re-Insurance Corporation Ltd
",19.60,20.25,19.80,19.80,"511,000"
LBTY,"Liberty Kenya Holdings Ltd
",13.00,13.50,13.50,13.35,"14,200"
SLAM,"Sanlam Kenya Plc
",27.75,27.75,27.75,27.75,-
CTUM,"Centum Investment Company Plc
",44.00,44.50,44.25,44.50,"30,800"
HAFR,"Home Afrika Ltd
",1.35,1.50,1.45,1.45,"360,900"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.20,3.40,3.35,3.20,"27,200"
TCL,"Trans-Century Plc
",6.05,6.40,6.10,6.15,"25,200"
NSE,"Nairobi Securities Exchange Plc
",20.00,20.50,20.25,20.50,"6,400"
AMAC,"Africa Mega Agricorp Plc
",90.00,90.00,90.00,97.00,100
BOC,"BOC Kenya Plc
",107.00,107.00,107.00,107.00,-
BAT,"British American Tobacco Kenya Plc
",753.00,753.00,753.00,753.00,-
CARB,"Carbacid Investments Plc
",12.25,12.25,12.25,12.25,-
EABL,"East African Breweries Ltd
",235.00,240.00,240.00,240.00,"437,100"
FTGH,"Flame Tree Group Holdings Ltd
",4.70,4.70,4.70,4.70,100
MSC,"Mumias Sugar Company Ltd
",1.05,1.15,1.10,1.10,"637,700"
UNGA,"Unga Group Ltd
",28.50,30.00,29.00,29.50,"2,800"
SCOM,"Safaricom Plc
",27.75,28.50,28.50,28.00,"2,796,700"
GLD,"ABSA NewGold ETF
","1,265.00","1,265.00","1,265.00","1,265.00",-
^N20I,"NSE 20-Share Index
","3,708.75","3,708.75","3,708.75","3,719.77",-
^N25I,"NSE 25-Share Index
","4,386.97","4,386.97","4,386.97","4,354.79",-
^NASI,"NSE All-Share Index
",176.07,176.07,176.07,174.20,-
