Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",22.50,22.50,22.50,23.00,100
KUKZ,"Kakuzi Plc
",359.00,359.00,359.00,359.00,-
KAPC,"Kapchorua Tea Kenya Plc
",74.00,74.00,74.00,72.00,800
LIMT,"Limuru Tea Plc
",500.00,500.00,500.00,500.00,-
SASN,"Sasini Plc
",25.25,27.75,27.25,28.00,"3,000"
WTK,"Williamson Tea Kenya Plc
",155.00,156.00,156.00,158.00,600
CGEN,"Car and General (K) Ltd
",21.00,21.00,21.00,21.00,100
ABSA,"ABSA Bank Kenya Plc
",9.75,9.85,9.80,9.80,"916,600"
COOP,"Co-operative Bank of Kenya Ltd
",16.30,16.50,16.35,16.40,"371,900"
DTK,"Diamond Trust Bank Kenya Ltd
",195.00,196.00,196.00,195.00,"1,200"
EQTY,"Equity Group Holdings Plc
",41.00,42.00,42.00,41.00,"2,021,000"
HFCK,"HF Group Ltd
",10.15,10.50,10.40,10.40,"8,700"
IMH,"I & M Holdings Plc
",115.00,115.00,115.00,116.00,-
KCB,"KCB Group Plc
",43.00,43.75,43.50,43.25,"1,291,000"
NBK,"National Bank of Kenya Ltd
",9.00,9.40,9.10,9.10,"8,000"
NCBA,"NCBA Group Plc
",35.25,36.00,35.50,35.75,"415,900"
SBIC,"Stanbic Holdings Plc
",81.00,81.00,81.00,81.00,100
SCBK,"Standard Chartered Bank Kenya Ltd
",205.00,206.00,206.00,206.00,"9,400"
DCON,"Deacons (East Africa) Plc
",3.10,3.20,3.20,3.25,"20,000"
EVRD,"Eveready East Africa Ltd
",2.25,2.45,2.35,2.40,"2,600"
XPRS,"Express Kenya Plc
",3.75,3.75,3.75,3.75,-
KQ,"Kenya Airways Plc
",16.45,17.15,17.05,16.25,"88,000"
LKL,"Longhorn Publishers Plc
",5.50,5.90,5.80,5.85,"33,500"
NBV,"Nairobi Business Ventures Ltd
",3.15,3.45,3.30,3.15,"2,000"
NMG,"Nation Media Group Plc
",114.00,115.00,115.00,116.00,"4,100"
SMER,"Sameer Africa Plc
",2.65,2.65,2.65,2.65,"4,200"
SGL,"Standard Group Plc
",30.00,30.00,30.00,32.00,"7,800"
TPSE,"TPS Eastern Africa (Serena) Ltd
",33.00,33.00,33.00,33.00,"5,400"
UCHM,"Uchumi Supermarket Plc
",3.85,3.95,3.95,3.90,"129,800"
SCAN,"WPP ScanGroup Plc
",18.50,20.00,18.60,18.90,"205,500"
ARM,"ARM Cement Plc
",13.25,13.55,13.35,13.30,"9,300"
BAMB,"Bamburi Cement Ltd
",178.00,178.00,178.00,178.00,-
CRWN,"Crown Paints Kenya Plc
",78.00,80.00,78.50,78.00,"2,700"
CABL,"East African Cables Plc
",5.60,5.75,5.70,5.70,"2,400"
PORT,"East African Portland Cement Ltd
",26.25,26.25,26.25,29.00,600
KENO,"KenolKobil Ltd
",14.50,14.75,14.60,14.70,"17,500"
KEGN,"Kenya Electricity Generating Company Plc
",8.35,8.50,8.45,8.40,"154,000"
KPLC-P4,"KPLC-P4
",5.00,5.00,5.00,5.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",9.05,9.50,9.30,9.05,"56,300"
TOTL,"TotalEnergies Marketing Kenya Plc
",25.00,25.50,25.50,24.75,"11,300"
UMME,"Umeme Ltd
",12.25,12.25,12.25,12.25,100
BRIT,"Britam Holdings Plc
",12.80,13.15,13.00,13.05,"86,900"
CIC,"CIC Insurance Group Ltd
",5.50,6.00,5.60,5.65,"181,900"
JUB,"Jubilee Holdings Ltd
",480.00,480.00,480.00,500.00,100
KNRE,"Kenya Re-Insurance Corporation Ltd
",19.60,19.80,19.80,19.80,"3,505,900"
LBTY,"Liberty Kenya Holdings Ltd
",13.20,13.50,13.35,13.60,200
SLAM,"Sanlam Kenya Plc
",27.75,27.75,27.75,29.50,"1,000"
CTUM,"Centum Investment Company Plc
",44.00,44.50,44.50,44.50,"76,700"
HAFR,"Home Afrika Ltd
",1.40,1.50,1.45,1.50,"172,500"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.20,3.20,3.20,3.45,"2,300"
TCL,"Trans-Century Plc
",6.10,6.70,6.15,6.15,"43,500"
NSE,"Nairobi Securities Exchange Plc
",20.25,20.50,20.50,20.50,"12,200"
AMAC,"Africa Mega Agricorp Plc
",97.00,97.00,97.00,97.00,-
BOC,"BOC Kenya Plc
",107.00,107.00,107.00,107.00,"5,600"
BAT,"British American Tobacco Kenya Plc
",753.00,753.00,753.00,753.00,-
CARB,"Carbacid Investments Plc
",12.25,12.25,12.25,11.90,"1,000"
EABL,"East African Breweries Ltd
",239.00,240.00,240.00,240.00,"136,600"
FTGH,"Flame Tree Group Holdings Ltd
",4.70,4.70,4.70,4.80,600
MSC,"Mumias Sugar Company Ltd
",1.05,1.15,1.10,1.10,"425,600"
UNGA,"Unga Group Ltd
",28.25,30.00,29.50,30.00,"11,000"
SCOM,"Safaricom Plc
",27.75,28.25,28.00,28.00,"11,139,600"
GLD,"ABSA NewGold ETF
","1,265.00","1,265.00","1,265.00","1,265.00",-
^N20I,"NSE 20-Share Index
","3,719.77","3,719.77","3,719.77","3,721.07",-
^N25I,"NSE 25-Share Index
","4,354.79","4,354.79","4,354.79","4,340.44",-
^NASI,"NSE All-Share Index
",174.20,174.20,174.20,173.76,-
