Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",25.00,25.00,25.00,25.25,-
KUKZ,"Kakuzi Plc
",330.00,330.00,330.00,329.00,300
KAPC,"Kapchorua Tea Kenya Plc
",72.00,72.00,72.00,66.00,300
LIMT,"Limuru Tea Plc
",500.00,500.00,500.00,500.00,-
SASN,"Sasini Plc
",26.00,26.00,26.00,27.00,200
WTK,"Williamson Tea Kenya Plc
",159.00,160.00,160.00,158.00,"1,100"
CGEN,"Car and General (K) Ltd
",21.00,21.00,21.00,21.00,-
ABSA,"ABSA Bank Kenya Plc
",9.50,9.65,9.60,9.60,"253,800"
COOP,"Co-operative Bank of Kenya Ltd
",16.30,16.90,16.35,16.35,"388,400"
DTK,"Diamond Trust Bank Kenya Ltd
",193.00,193.00,193.00,195.00,200
EQTY,"Equity Group Holdings Plc
",39.75,40.50,40.50,40.25,"424,700"
HFCK,"HF Group Ltd
",10.00,10.15,10.05,10.20,"93,400"
IMH,"I & M Holdings Plc
",119.00,119.00,119.00,120.00,500
KCB,"KCB Group Plc
",42.50,43.25,43.00,42.75,"1,323,700"
NBK,"National Bank of Kenya Ltd
",9.00,9.95,9.30,9.95,"4,900"
NCBA,"NCBA Group Plc
",36.00,37.00,36.75,36.50,"46,800"
SBIC,"Stanbic Holdings Plc
",81.00,82.00,81.50,80.00,"5,600"
SCBK,"Standard Chartered Bank Kenya Ltd
",206.00,208.00,207.00,210.00,900
DCON,"Deacons (East Africa) Plc
",3.45,3.50,3.50,3.25,"10,700"
EVRD,"Eveready East Africa Ltd
",2.30,2.40,2.40,2.45,"73,900"
XPRS,"Express Kenya Plc
",3.75,3.75,3.75,3.75,-
KQ,"Kenya Airways Plc
",15.50,16.25,15.65,16.30,"106,100"
LKL,"Longhorn Publishers Plc
",5.70,5.70,5.70,5.75,"10,400"
NBV,"Nairobi Business Ventures Ltd
",3.10,3.10,3.10,3.25,700
NMG,"Nation Media Group Plc
",115.00,116.00,116.00,117.00,"2,400"
SMER,"Sameer Africa Plc
",2.75,2.80,2.80,2.70,"5,000"
SGL,"Standard Group Plc
",33.50,33.50,33.50,33.50,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",30.50,31.25,31.00,32.00,300
UCHM,"Uchumi Supermarket Plc
",4.10,4.50,4.30,4.50,"248,600"
SCAN,"WPP ScanGroup Plc
",18.60,18.60,18.60,18.60,100
ARM,"ARM Cement Plc
",13.50,13.90,13.75,13.30,"31,400"
BAMB,"Bamburi Cement Ltd
",178.00,178.00,178.00,179.00,-
CRWN,"Crown Paints Kenya Plc
",77.50,79.00,79.00,80.00,"10,700"
CABL,"East African Cables Plc
",5.45,5.75,5.70,5.75,"13,800"
PORT,"East African Portland Cement Ltd
",29.00,29.00,29.00,29.00,-
KENO,"KenolKobil Ltd
",14.45,14.55,14.50,14.50,"635,700"
KEGN,"Kenya Electricity Generating Company Plc
",8.10,8.40,8.20,8.25,"158,800"
KPLC-P4,"KPLC-P4
",5.00,5.00,5.00,5.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",9.00,9.20,9.15,9.05,"1,843,300"
TOTL,"TotalEnergies Marketing Kenya Plc
",24.75,25.25,25.00,24.00,"207,800"
UMME,"Umeme Ltd
",12.10,13.40,12.65,13.40,300
BRIT,"Britam Holdings Plc
",13.30,13.95,13.75,13.80,"78,600"
CIC,"CIC Insurance Group Ltd
",5.65,5.80,5.75,5.70,"149,700"
JUB,"Jubilee Holdings Ltd
",500.00,500.00,500.00,500.00,-
KNRE,"Kenya Re-Insurance Corporation Ltd
",19.30,20.00,19.50,19.45,"883,900"
LBTY,"Liberty Kenya Holdings Ltd
",13.95,13.95,13.95,13.15,100
SLAM,"Sanlam Kenya Plc
",29.75,29.75,29.75,29.75,-
CTUM,"Centum Investment Company Plc
",44.00,44.50,44.25,44.25,"58,800"
HAFR,"Home Afrika Ltd
",1.45,1.55,1.55,1.50,"216,500"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.00,3.40,3.15,3.15,"9,600"
TCL,"Trans-Century Plc
",6.40,6.55,6.45,6.15,"1,200"
NSE,"Nairobi Securities Exchange Plc
",20.00,21.00,20.50,19.85,"6,300"
AMAC,"Africa Mega Agricorp Plc
",97.00,97.00,97.00,97.00,-
BOC,"BOC Kenya Plc
",107.00,107.00,107.00,107.00,-
BAT,"British American Tobacco Kenya Plc
",761.00,761.00,761.00,761.00,-
CARB,"Carbacid Investments Plc
",12.55,12.95,12.90,12.55,"3,100"
EABL,"East African Breweries Ltd
",240.00,240.00,240.00,240.00,"666,200"
FTGH,"Flame Tree Group Holdings Ltd
",4.50,4.70,4.55,4.45,900
MSC,"Mumias Sugar Company Ltd
",1.10,1.15,1.15,1.15,"233,100"
UNGA,"Unga Group Ltd
",30.00,30.00,30.00,29.00,300
SCOM,"Safaricom Plc
",27.00,28.50,28.25,27.25,"11,038,400"
GLD,"ABSA NewGold ETF
","1,265.00","1,265.00","1,265.00","1,265.00",-
