Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",24.75,24.75,24.75,25.00,-
KUKZ,"Kakuzi Plc
",360.00,360.00,360.00,355.00,200
KAPC,"Kapchorua Tea Kenya Plc
",71.00,72.00,71.50,65.50,"3,400"
LIMT,"Limuru Tea Plc
",500.00,500.00,500.00,500.00,-
SASN,"Sasini Plc
",27.00,27.75,27.50,26.50,"8,100"
WTK,"Williamson Tea Kenya Plc
",151.00,156.00,153.00,150.00,"2,900"
CGEN,"Car and General (K) Ltd
",19.50,19.50,19.50,19.55,-
ABSA,"ABSA Bank Kenya Plc
",9.90,10.50,10.00,9.85,"4,203,600"
COOP,"Co-operative Bank of Kenya Ltd
",16.15,16.60,16.55,16.15,"311,000"
DTK,"Diamond Trust Bank Kenya Ltd
",200.00,204.00,201.00,197.00,"35,100"
EQTY,"Equity Group Holdings Plc
",43.00,43.50,43.50,43.00,"1,251,000"
HFCK,"HF Group Ltd
",10.10,10.90,10.35,10.20,"76,100"
IMH,"I & M Holdings Plc
",116.00,116.00,116.00,116.00,-
KCB,"KCB Group Plc
",45.25,46.00,45.50,45.50,"10,807,300"
NBK,"National Bank of Kenya Ltd
",8.90,9.25,9.00,9.00,"56,700"
NCBA,"NCBA Group Plc
",33.75,36.50,34.25,34.25,"566,300"
SBIC,"Stanbic Holdings Plc
",80.00,82.00,80.50,80.00,"2,000"
SCBK,"Standard Chartered Bank Kenya Ltd
",204.00,205.00,205.00,205.00,"55,600"
DCON,"Deacons (East Africa) Plc
",2.90,2.95,2.95,3.15,"22,500"
EVRD,"Eveready East Africa Ltd
",2.30,2.40,2.35,2.40,"5,600"
XPRS,"Express Kenya Plc
",3.75,3.75,3.75,3.75,-
KQ,"Kenya Airways Plc
",14.70,16.25,15.65,16.25,"88,100"
LKL,"Longhorn Publishers Plc
",5.40,5.70,5.45,5.40,"5,800"
NBV,"Nairobi Business Ventures Ltd
",2.90,2.90,2.90,2.90,"7,000"
NMG,"Nation Media Group Plc
",103.00,108.00,108.00,110.00,"76,900"
SMER,"Sameer Africa Plc
",2.60,2.75,2.75,2.80,"12,200"
SGL,"Standard Group Plc
",30.00,30.00,30.00,30.00,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",34.75,35.00,35.00,35.25,"81,200"
UCHM,"Uchumi Supermarket Plc
",3.90,4.00,4.00,4.00,"12,600"
SCAN,"WPP ScanGroup Plc
",17.30,17.55,17.40,17.35,"4,400"
ARM,"ARM Cement Plc
",12.25,13.45,12.50,13.40,"106,100"
BAMB,"Bamburi Cement Ltd
",170.00,170.00,170.00,170.00,-
CRWN,"Crown Paints Kenya Plc
",78.00,78.00,78.00,78.00,200
CABL,"East African Cables Plc
",5.00,5.70,5.05,5.55,"517,900"
PORT,"East African Portland Cement Ltd
",28.00,28.00,28.00,28.00,-
KENO,"KenolKobil Ltd
",14.65,14.75,14.75,14.65,"2,367,000"
KEGN,"Kenya Electricity Generating Company Plc
",8.20,8.30,8.25,8.30,"209,700"
KPLC-P4,"KPLC-P4
",5.00,5.00,5.00,5.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",8.55,8.90,8.80,8.85,"269,800"
TOTL,"TotalEnergies Marketing Kenya Plc
",25.00,25.75,25.50,25.50,"5,000"
UMME,"Umeme Ltd
",13.45,13.45,13.45,13.45,-
BRIT,"Britam Holdings Plc
",12.90,13.20,13.00,12.95,"420,700"
CIC,"CIC Insurance Group Ltd
",5.50,5.65,5.60,5.60,"209,900"
JUB,"Jubilee Holdings Ltd
",500.00,500.00,500.00,500.00,200
KNRE,"Kenya Re-Insurance Corporation Ltd
",19.60,19.70,19.65,19.65,"9,400"
LBTY,"Liberty Kenya Holdings Ltd
",13.10,13.40,13.15,13.35,"11,900"
SLAM,"Sanlam Kenya Plc
",29.25,29.25,29.25,29.50,-
CTUM,"Centum Investment Company Plc
",45.50,47.00,45.75,45.50,"170,400"
HAFR,"Home Afrika Ltd
",1.30,1.40,1.35,1.35,"221,400"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.30,3.40,3.35,3.40,200
TCL,"Trans-Century Plc
",6.00,6.00,6.00,5.70,"2,300"
NSE,"Nairobi Securities Exchange Plc
",20.00,20.25,20.25,19.95,"21,300"
AMAC,"Africa Mega Agricorp Plc
",90.00,90.00,90.00,90.00,-
BOC,"BOC Kenya Plc
",108.00,108.00,108.00,108.00,"4,000"
BAT,"British American Tobacco Kenya Plc
",775.00,775.00,775.00,775.00,-
CARB,"Carbacid Investments Plc
",12.50,12.90,12.65,12.55,"50,600"
EABL,"East African Breweries Ltd
",237.00,239.00,238.00,238.00,"133,600"
FTGH,"Flame Tree Group Holdings Ltd
",4.45,4.70,4.50,4.55,"5,000"
MSC,"Mumias Sugar Company Ltd
",1.00,1.10,1.05,1.10,"1,899,100"
UNGA,"Unga Group Ltd
",27.50,28.25,27.75,28.75,"20,400"
SCOM,"Safaricom Plc
",29.00,29.50,29.50,29.25,"9,393,700"
GLD,"ABSA NewGold ETF
","1,265.00","1,265.00","1,265.00","1,265.00",-
^N20I,"NSE 20-Share Index
","3,705.97","3,705.97","3,705.97","3,698.18",-
^N25I,"NSE 25-Share Index
","4,444.26","4,444.26","4,444.26","4,414.47",-
^NASI,"NSE All-Share Index
",178.49,178.49,178.49,177.67,-
