Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",23.00,23.00,23.00,25.00,400
KUKZ,"Kakuzi Plc
",359.00,359.00,359.00,359.00,-
KAPC,"Kapchorua Tea Kenya Plc
",72.00,72.00,72.00,72.00,-
LIMT,"Limuru Tea Plc
",500.00,500.00,500.00,500.00,-
SASN,"Sasini Plc
",27.25,28.00,28.00,28.25,"11,500"
WTK,"Williamson Tea Kenya Plc
",157.00,158.00,158.00,158.00,"1,700"
CGEN,"Car and General (K) Ltd
",21.00,21.00,21.00,21.00,-
ABSA,"ABSA Bank Kenya Plc
",9.75,9.85,9.80,9.70,"285,400"
COOP,"Co-operative Bank of Kenya Ltd
",16.30,16.50,16.40,16.35,"75,300"
DTK,"Diamond Trust Bank Kenya Ltd
",195.00,195.00,195.00,194.00,"2,700"
EQTY,"Equity Group Holdings Plc
",40.75,41.25,41.00,41.00,"2,882,000"
HFCK,"HF Group Ltd
",10.15,10.50,10.40,10.55,"2,000"
IMH,"I & M Holdings Plc
",115.00,118.00,116.00,119.00,"9,100"
KCB,"KCB Group Plc
",42.75,43.50,43.25,43.00,"1,354,100"
NBK,"National Bank of Kenya Ltd
",8.95,9.80,9.10,9.80,"1,200"
NCBA,"NCBA Group Plc
",35.50,36.00,35.75,35.75,"137,000"
SBIC,"Stanbic Holdings Plc
",80.00,82.00,81.00,80.50,"2,700"
SCBK,"Standard Chartered Bank Kenya Ltd
",205.00,206.00,206.00,206.00,"5,000"
DCON,"Deacons (East Africa) Plc
",3.10,3.40,3.25,3.40,"28,100"
EVRD,"Eveready East Africa Ltd
",2.25,2.45,2.40,2.45,"114,900"
XPRS,"Express Kenya Plc
",3.75,3.75,3.75,3.75,-
KQ,"Kenya Airways Plc
",15.20,16.75,16.25,15.35,"130,700"
LKL,"Longhorn Publishers Plc
",5.50,5.90,5.85,5.45,"21,000"
NBV,"Nairobi Business Ventures Ltd
",3.15,3.15,3.15,3.15,900
NMG,"Nation Media Group Plc
",115.00,116.00,116.00,116.00,"27,200"
SMER,"Sameer Africa Plc
",2.60,2.70,2.65,2.65,"25,000"
SGL,"Standard Group Plc
",30.25,33.50,32.00,30.50,"1,100"
TPSE,"TPS Eastern Africa (Serena) Ltd
",33.00,33.00,33.00,32.75,100
UCHM,"Uchumi Supermarket Plc
",3.85,4.00,3.90,4.10,"152,700"
SCAN,"WPP ScanGroup Plc
",18.00,19.00,18.90,18.95,"753,200"
ARM,"ARM Cement Plc
",13.25,13.80,13.30,13.75,"112,100"
BAMB,"Bamburi Cement Ltd
",178.00,178.00,178.00,179.00,-
CRWN,"Crown Paints Kenya Plc
",78.00,78.00,78.00,80.00,"5,200"
CABL,"East African Cables Plc
",5.55,5.70,5.70,5.55,"4,600"
PORT,"East African Portland Cement Ltd
",29.00,29.00,29.00,29.00,-
KENO,"KenolKobil Ltd
",14.50,14.80,14.70,14.55,"15,400"
KEGN,"Kenya Electricity Generating Company Plc
",8.30,8.50,8.40,8.40,"172,000"
KPLC-P4,"KPLC-P4
",5.00,5.00,5.00,5.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",9.00,9.30,9.05,9.15,"1,494,300"
TOTL,"TotalEnergies Marketing Kenya Plc
",23.25,25.00,24.75,25.25,"490,300"
UMME,"Umeme Ltd
",12.25,12.25,12.25,12.10,100
BRIT,"Britam Holdings Plc
",13.00,13.40,13.05,13.20,"329,500"
CIC,"CIC Insurance Group Ltd
",5.55,5.75,5.65,5.65,"184,100"
JUB,"Jubilee Holdings Ltd
",480.00,515.00,500.00,497.00,"35,700"
KNRE,"Kenya Re-Insurance Corporation Ltd
",19.55,20.25,19.80,19.60,"5,044,500"
LBTY,"Liberty Kenya Holdings Ltd
",13.50,13.60,13.60,13.95,"10,600"
SLAM,"Sanlam Kenya Plc
",29.50,29.50,29.50,29.50,-
CTUM,"Centum Investment Company Plc
",44.25,44.50,44.50,44.50,"66,000"
HAFR,"Home Afrika Ltd
",1.45,1.50,1.50,1.50,"253,700"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.45,3.45,3.45,3.45,-
TCL,"Trans-Century Plc
",6.10,6.75,6.15,6.65,"138,500"
NSE,"Nairobi Securities Exchange Plc
",20.25,21.00,20.50,20.50,"7,100"
AMAC,"Africa Mega Agricorp Plc
",97.00,97.00,97.00,97.00,-
BOC,"BOC Kenya Plc
",107.00,107.00,107.00,107.00,300
BAT,"British American Tobacco Kenya Plc
",753.00,753.00,753.00,753.00,500
CARB,"Carbacid Investments Plc
",11.75,12.70,11.90,12.30,"43,900"
EABL,"East African Breweries Ltd
",236.00,240.00,240.00,240.00,"638,200"
FTGH,"Flame Tree Group Holdings Ltd
",4.70,4.80,4.80,4.80,900
MSC,"Mumias Sugar Company Ltd
",1.05,1.15,1.10,1.15,"919,400"
UNGA,"Unga Group Ltd
",29.50,30.00,30.00,30.00,"11,900"
SCOM,"Safaricom Plc
",27.75,28.00,28.00,28.00,"12,920,600"
GLD,"ABSA NewGold ETF
","1,265.00","1,265.00","1,265.00","1,265.00",-
^N20I,"NSE 20-Share Index
","3,721.07","3,721.07","3,721.07","3,728.51",-
^N25I,"NSE 25-Share Index
","4,340.44","4,340.44","4,340.44","4,350.33",-
^NASI,"NSE All-Share Index
",173.76,173.76,173.76,174.14,-
