Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",25.25,25.25,25.25,25.25,-
KUKZ,"Kakuzi Plc
",329.00,329.00,329.00,329.00,-
KAPC,"Kapchorua Tea Kenya Plc
",70.00,70.00,70.00,70.00,-
LIMT,"Limuru Tea Plc
",500.00,500.00,500.00,500.00,-
SASN,"Sasini Plc
",29.25,29.25,29.25,29.50,-
WTK,"Williamson Tea Kenya Plc
",160.00,165.00,161.00,160.00,"3,100"
CGEN,"Car and General (K) Ltd
",21.00,21.00,21.00,21.00,-
ABSA,"ABSA Bank Kenya Plc
",9.60,9.85,9.75,9.80,"535,500"
COOP,"Co-operative Bank of Kenya Ltd
",15.50,16.10,15.85,15.95,"70,200"
DTK,"Diamond Trust Bank Kenya Ltd
",192.00,192.00,192.00,193.00,"12,500"
EQTY,"Equity Group Holdings Plc
",38.25,40.75,39.25,40.50,"302,400"
HFCK,"HF Group Ltd
",10.50,10.70,10.70,10.80,"9,600"
IMH,"I & M Holdings Plc
",127.00,127.00,127.00,127.00,-
KCB,"KCB Group Plc
",42.50,43.25,43.00,43.00,"378,500"
NBK,"National Bank of Kenya Ltd
",9.00,9.20,9.15,9.40,300
NCBA,"NCBA Group Plc
",33.75,34.00,34.00,34.00,"105,200"
SBIC,"Stanbic Holdings Plc
",81.00,81.00,81.00,82.50,"1,300"
SCBK,"Standard Chartered Bank Kenya Ltd
",207.00,208.00,208.00,207.00,900
DCON,"Deacons (East Africa) Plc
",3.30,3.30,3.30,3.30,-
EVRD,"Eveready East Africa Ltd
",2.35,2.45,2.45,2.35,"9,600"
XPRS,"Express Kenya Plc
",3.75,3.75,3.75,3.75,-
KQ,"Kenya Airways Plc
",17.90,18.30,18.30,17.95,"85,300"
LKL,"Longhorn Publishers Plc
",5.45,5.55,5.50,5.55,"176,000"
NBV,"Nairobi Business Ventures Ltd
",3.50,3.60,3.60,3.35,"8,600"
NMG,"Nation Media Group Plc
",115.00,117.00,117.00,118.00,"1,500"
SMER,"Sameer Africa Plc
",2.90,2.90,2.90,2.90,100
SGL,"Standard Group Plc
",37.00,37.00,37.00,37.00,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",32.25,32.25,32.25,32.50,-
UCHM,"Uchumi Supermarket Plc
",4.40,4.80,4.60,4.55,"504,800"
SCAN,"WPP ScanGroup Plc
",19.00,19.00,19.00,17.45,600
ARM,"ARM Cement Plc
",12.50,12.95,12.60,12.15,"3,500"
BAMB,"Bamburi Cement Ltd
",180.00,180.00,180.00,181.00,-
CRWN,"Crown Paints Kenya Plc
",76.00,76.00,76.00,76.00,600
CABL,"East African Cables Plc
",5.55,5.95,5.65,5.75,"2,200"
PORT,"East African Portland Cement Ltd
",27.00,27.00,27.00,27.00,-
KENO,"KenolKobil Ltd
",13.95,14.30,14.05,14.00,"1,995,800"
KEGN,"Kenya Electricity Generating Company Plc
",8.60,8.80,8.70,8.70,"41,300"
KPLC-P4,"KPLC-P4
",5.00,5.00,5.00,5.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",9.20,9.40,9.30,9.30,"60,400"
TOTL,"TotalEnergies Marketing Kenya Plc
",23.00,23.25,23.25,23.50,"1,400"
UMME,"Umeme Ltd
",13.40,13.40,13.40,12.80,200
BRIT,"Britam Holdings Plc
",13.50,14.00,13.95,13.80,"11,900"
CIC,"CIC Insurance Group Ltd
",5.60,5.70,5.70,5.85,"19,100"
JUB,"Jubilee Holdings Ltd
",495.00,495.00,495.00,496.00,-
KNRE,"Kenya Re-Insurance Corporation Ltd
",19.00,20.00,19.80,19.75,"19,800"
LBTY,"Liberty Kenya Holdings Ltd
",12.50,12.90,12.55,12.50,"18,600"
SLAM,"Sanlam Kenya Plc
",27.75,27.75,27.75,28.00,-
CTUM,"Centum Investment Company Plc
",44.50,44.75,44.75,44.75,800
HAFR,"Home Afrika Ltd
",1.30,1.40,1.35,1.40,"33,400"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.45,3.60,3.55,3.55,"3,500"
TCL,"Trans-Century Plc
",6.00,6.50,6.10,6.55,"6,600"
NSE,"Nairobi Securities Exchange Plc
",19.00,20.50,19.60,21.00,"2,000"
AMAC,"Africa Mega Agricorp Plc
",97.00,97.00,97.00,97.00,-
BOC,"BOC Kenya Plc
",107.00,107.00,107.00,107.00,-
BAT,"British American Tobacco Kenya Plc
",780.00,780.00,780.00,780.00,400
CARB,"Carbacid Investments Plc
",12.95,12.95,12.95,12.60,700
EABL,"East African Breweries Ltd
",231.00,240.00,232.00,245.00,"32,600"
FTGH,"Flame Tree Group Holdings Ltd
",4.80,4.90,4.90,4.80,800
MSC,"Mumias Sugar Company Ltd
",1.10,1.15,1.15,1.15,"95,300"
UNGA,"Unga Group Ltd
",29.75,29.75,29.75,30.00,-
SCOM,"Safaricom Plc
",26.00,26.50,26.50,26.50,"7,562,900"
GLD,"ABSA NewGold ETF
","1,265.00","1,265.00","1,265.00","1,265.00",-
^N20I,"NSE 20-Share Index
","3,714.15","3,714.15","3,714.15","3,719.38",-
^N25I,"NSE 25-Share Index
","4,243.88","4,243.88","4,243.88","4,307.40",-
^NASI,"NSE All-Share Index
",170.00,170.00,170.00,171.62,-
