Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",25.00,25.00,25.00,25.25,-
KUKZ,"Kakuzi Plc
",329.00,329.00,329.00,327.00,100
KAPC,"Kapchorua Tea Kenya Plc
",70.00,70.00,70.00,70.00,-
LIMT,"Limuru Tea Plc
",500.00,500.00,500.00,500.00,-
SASN,"Sasini Plc
",26.00,31.00,28.50,28.75,"5,100"
WTK,"Williamson Tea Kenya Plc
",160.00,160.00,160.00,160.00,"6,000"
CGEN,"Car and General (K) Ltd
",21.00,21.00,21.00,21.00,-
ABSA,"ABSA Bank Kenya Plc
",9.70,9.75,9.75,9.80,"133,200"
COOP,"Co-operative Bank of Kenya Ltd
",16.00,16.25,16.25,16.05,"2,535,300"
DTK,"Diamond Trust Bank Kenya Ltd
",192.00,192.00,192.00,192.00,"6,000"
EQTY,"Equity Group Holdings Plc
",40.00,40.50,40.50,40.00,"1,727,500"
HFCK,"HF Group Ltd
",10.80,11.00,10.90,11.00,"36,000"
IMH,"I & M Holdings Plc
",127.00,127.00,127.00,127.00,-
KCB,"KCB Group Plc
",42.25,42.75,42.75,42.50,"1,931,300"
NBK,"National Bank of Kenya Ltd
",9.50,9.60,9.60,9.85,"5,800"
NCBA,"NCBA Group Plc
",33.75,34.25,34.25,34.75,"196,600"
SBIC,"Stanbic Holdings Plc
",82.00,82.50,82.50,82.50,"2,000"
SCBK,"Standard Chartered Bank Kenya Ltd
",206.00,208.00,207.00,208.00,"2,200"
DCON,"Deacons (East Africa) Plc
",3.30,3.50,3.35,3.65,"103,500"
EVRD,"Eveready East Africa Ltd
",2.40,2.50,2.45,2.45,"25,500"
XPRS,"Express Kenya Plc
",3.75,3.75,3.75,3.75,-
KQ,"Kenya Airways Plc
",18.00,18.45,18.05,18.25,"178,100"
LKL,"Longhorn Publishers Plc
",5.40,5.60,5.50,5.45,"59,800"
NBV,"Nairobi Business Ventures Ltd
",3.20,3.20,3.20,3.15,200
NMG,"Nation Media Group Plc
",115.00,118.00,118.00,116.00,"4,200"
SMER,"Sameer Africa Plc
",2.70,2.70,2.70,2.75,"2,800"
SGL,"Standard Group Plc
",36.50,36.50,36.50,36.50,100
TPSE,"TPS Eastern Africa (Serena) Ltd
",30.50,33.25,32.75,32.50,"10,200"
UCHM,"Uchumi Supermarket Plc
",4.55,4.70,4.65,4.60,"328,400"
SCAN,"WPP ScanGroup Plc
",17.30,17.35,17.35,17.40,"3,200"
ARM,"ARM Cement Plc
",12.00,13.00,12.10,12.05,"104,900"
BAMB,"Bamburi Cement Ltd
",180.00,180.00,180.00,181.00,"152,200"
CRWN,"Crown Paints Kenya Plc
",76.00,76.00,76.00,76.00,-
CABL,"East African Cables Plc
",5.55,5.90,5.85,5.75,"6,700"
PORT,"East African Portland Cement Ltd
",27.00,27.00,27.00,27.00,-
KENO,"KenolKobil Ltd
",14.00,14.05,14.05,14.05,"49,500"
KEGN,"Kenya Electricity Generating Company Plc
",8.55,8.80,8.60,8.70,"399,200"
KPLC-P4,"KPLC-P4
",5.00,5.00,5.00,5.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",9.20,9.30,9.30,9.30,"1,457,800"
TOTL,"TotalEnergies Marketing Kenya Plc
",24.25,24.25,24.25,24.50,500
UMME,"Umeme Ltd
",12.60,12.60,12.60,12.60,-
BRIT,"Britam Holdings Plc
",13.20,13.90,13.35,13.75,"299,600"
CIC,"CIC Insurance Group Ltd
",5.60,5.75,5.65,5.65,"196,500"
JUB,"Jubilee Holdings Ltd
",470.00,470.00,470.00,495.00,300
KNRE,"Kenya Re-Insurance Corporation Ltd
",19.00,20.00,19.60,20.25,"14,500"
LBTY,"Liberty Kenya Holdings Ltd
",12.90,12.90,12.90,12.95,"1,800"
SLAM,"Sanlam Kenya Plc
",25.00,29.00,27.00,27.50,200
CTUM,"Centum Investment Company Plc
",44.25,45.00,45.00,44.50,"117,500"
HAFR,"Home Afrika Ltd
",1.35,1.40,1.40,1.35,"351,800"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.20,3.30,3.25,3.05,"12,800"
TCL,"Trans-Century Plc
",6.00,6.25,6.05,6.65,"56,000"
NSE,"Nairobi Securities Exchange Plc
",18.05,21.00,19.50,20.25,"41,800"
AMAC,"Africa Mega Agricorp Plc
",97.00,97.00,97.00,97.00,-
BOC,"BOC Kenya Plc
",107.00,107.00,107.00,107.00,-
BAT,"British American Tobacco Kenya Plc
",795.00,795.00,795.00,791.00,"8,300"
CARB,"Carbacid Investments Plc
",12.70,12.70,12.70,12.75,"21,000"
EABL,"East African Breweries Ltd
",235.00,245.00,243.00,244.00,"3,700"
FTGH,"Flame Tree Group Holdings Ltd
",4.80,4.80,4.80,4.80,"2,200"
MSC,"Mumias Sugar Company Ltd
",1.10,1.20,1.20,1.15,"91,800"
UNGA,"Unga Group Ltd
",27.00,28.00,27.50,29.75,"3,700"
SCOM,"Safaricom Plc
",25.75,26.75,26.25,26.25,"24,812,000"
GLD,"ABSA NewGold ETF
","1,265.00","1,265.00","1,265.00","1,265.00",-
^N20I,"NSE 20-Share Index
","3,696.15","3,696.15","3,696.15","3,696.13",-
^N25I,"NSE 25-Share Index
","4,284.38","4,284.38","4,284.38","4,279.60",-
^NASI,"NSE All-Share Index
",169.99,169.99,169.99,170.16,-
