Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",25.25,25.25,25.25,25.25,-
KUKZ,"Kakuzi Plc
",329.00,329.00,329.00,329.00,-
KAPC,"Kapchorua Tea Kenya Plc
",70.00,70.00,70.00,70.00,-
LIMT,"Limuru Tea Plc
",500.00,500.00,500.00,500.00,-
SASN,"Sasini Plc
",30.00,32.00,31.50,29.25,700
WTK,"Williamson Tea Kenya Plc
",160.00,160.00,160.00,161.00,"1,000"
CGEN,"Car and General (K) Ltd
",21.00,21.00,21.00,21.00,-
ABSA,"ABSA Bank Kenya Plc
",9.60,9.70,9.70,9.75,"138,300"
COOP,"Co-operative Bank of Kenya Ltd
",15.20,16.00,16.00,15.85,"511,000"
DTK,"Diamond Trust Bank Kenya Ltd
",192.00,192.00,192.00,192.00,-
EQTY,"Equity Group Holdings Plc
",38.75,40.25,39.00,39.25,"80,800"
HFCK,"HF Group Ltd
",10.50,11.00,10.60,10.70,"14,100"
IMH,"I & M Holdings Plc
",127.00,127.00,127.00,127.00,-
KCB,"KCB Group Plc
",42.25,43.00,43.00,43.00,"691,100"
NBK,"National Bank of Kenya Ltd
",9.40,9.75,9.50,9.15,600
NCBA,"NCBA Group Plc
",33.50,34.00,34.00,34.00,"28,700"
SBIC,"Stanbic Holdings Plc
",81.00,81.00,81.00,81.00,"13,200"
SCBK,"Standard Chartered Bank Kenya Ltd
",207.00,208.00,208.00,208.00,800
DCON,"Deacons (East Africa) Plc
",3.40,3.50,3.45,3.30,"3,900"
EVRD,"Eveready East Africa Ltd
",2.45,2.60,2.55,2.45,"8,300"
XPRS,"Express Kenya Plc
",3.75,3.75,3.75,3.75,-
KQ,"Kenya Airways Plc
",17.50,18.00,17.75,18.30,"105,000"
LKL,"Longhorn Publishers Plc
",5.30,5.60,5.35,5.50,"11,200"
NBV,"Nairobi Business Ventures Ltd
",3.50,3.50,3.50,3.60,100
NMG,"Nation Media Group Plc
",116.00,117.00,117.00,117.00,900
SMER,"Sameer Africa Plc
",2.90,2.90,2.90,2.90,"4,900"
SGL,"Standard Group Plc
",37.00,37.00,37.00,37.00,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",32.25,32.25,32.25,32.25,-
UCHM,"Uchumi Supermarket Plc
",4.50,4.70,4.55,4.60,"83,500"
SCAN,"WPP ScanGroup Plc
",19.00,19.00,19.00,19.00,-
ARM,"ARM Cement Plc
",12.55,12.95,12.60,12.60,"1,200"
BAMB,"Bamburi Cement Ltd
",180.00,180.00,180.00,180.00,-
CRWN,"Crown Paints Kenya Plc
",76.00,76.00,76.00,76.00,-
CABL,"East African Cables Plc
",5.70,5.75,5.75,5.65,"1,000"
PORT,"East African Portland Cement Ltd
",27.00,27.00,27.00,27.00,-
KENO,"KenolKobil Ltd
",14.00,14.40,14.10,14.05,"169,100"
KEGN,"Kenya Electricity Generating Company Plc
",8.55,8.65,8.65,8.70,"34,100"
KPLC-P4,"KPLC-P4
",5.00,5.00,5.00,5.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",9.15,9.25,9.20,9.30,"294,000"
TOTL,"TotalEnergies Marketing Kenya Plc
",23.50,25.25,24.25,23.25,"1,000"
UMME,"Umeme Ltd
",12.30,13.40,12.50,13.40,"1,200"
BRIT,"Britam Holdings Plc
",13.05,13.75,13.35,13.95,"65,400"
CIC,"CIC Insurance Group Ltd
",5.50,5.65,5.60,5.70,"195,000"
JUB,"Jubilee Holdings Ltd
",495.00,495.00,495.00,495.00,-
KNRE,"Kenya Re-Insurance Corporation Ltd
",19.20,20.00,19.55,19.80,"119,200"
LBTY,"Liberty Kenya Holdings Ltd
",12.50,13.00,12.55,12.55,"35,400"
SLAM,"Sanlam Kenya Plc
",27.75,27.75,27.75,27.75,-
CTUM,"Centum Investment Company Plc
",44.00,44.75,44.50,44.75,"3,000"
HAFR,"Home Afrika Ltd
",1.30,1.40,1.40,1.35,"249,900"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.50,3.80,3.60,3.55,"4,900"
TCL,"Trans-Century Plc
",6.05,6.05,6.05,6.10,200
NSE,"Nairobi Securities Exchange Plc
",19.00,19.75,19.20,19.60,"3,300"
AMAC,"Africa Mega Agricorp Plc
",97.00,97.00,97.00,97.00,-
BOC,"BOC Kenya Plc
",107.00,107.00,107.00,107.00,-
BAT,"British American Tobacco Kenya Plc
",780.00,782.00,781.00,780.00,"4,100"
CARB,"Carbacid Investments Plc
",12.80,12.80,12.80,12.95,"1,000"
EABL,"East African Breweries Ltd
",233.00,233.00,233.00,232.00,"21,900"
FTGH,"Flame Tree Group Holdings Ltd
",4.50,4.85,4.75,4.90,"9,000"
MSC,"Mumias Sugar Company Ltd
",1.10,1.15,1.15,1.15,"712,800"
UNGA,"Unga Group Ltd
",29.75,29.75,29.75,29.75,-
SCOM,"Safaricom Plc
",26.00,26.50,26.50,26.50,"10,951,800"
GLD,"ABSA NewGold ETF
","1,265.00","1,265.00","1,265.00","1,265.00",-
^N20I,"NSE 20-Share Index
","3,711.64","3,711.64","3,711.64","3,714.15",-
^N25I,"NSE 25-Share Index
","4,242.38","4,242.38","4,242.38","4,243.88",-
^NASI,"NSE All-Share Index
",169.64,169.64,169.64,170.00,-
