Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",18.75,18.75,18.75,17.90,100
KUKZ,"Kakuzi Plc
",308.00,308.00,308.00,280.00,300
KAPC,"Kapchorua Tea Kenya Plc
",80.00,80.00,80.00,80.00,-
LIMT,"Limuru Tea Plc
",530.00,530.00,530.00,530.00,-
SASN,"Sasini Plc
",17.75,18.20,18.15,18.20,700
WTK,"Williamson Tea Kenya Plc
",170.00,180.00,171.00,172.00,"6,300"
CGEN,"Car and General (K) Ltd
",27.00,27.00,27.00,27.00,-
ABSA,"ABSA Bank Kenya Plc
",8.85,9.00,8.95,9.00,"119,800"
COOP,"Co-operative Bank of Kenya Ltd
",13.80,14.05,14.00,13.95,"410,100"
DTK,"Diamond Trust Bank Kenya Ltd
",130.00,130.00,130.00,130.00,"2,700"
EQTY,"Equity Group Holdings Plc
",30.00,30.75,30.25,30.50,"52,600"
HFCK,"HF Group Ltd
",14.20,14.45,14.30,14.25,"4,200"
IMH,"I & M Holdings Plc
",91.00,91.00,91.00,95.00,"4,300"
KCB,"KCB Group Plc
",30.25,30.75,30.75,30.75,"4,335,900"
NBK,"National Bank of Kenya Ltd
",7.80,7.80,7.80,7.80,"4,100"
NCBA,"NCBA Group Plc
",28.50,29.50,29.00,28.75,"1,400"
SBIC,"Stanbic Holdings Plc
",69.00,69.00,69.00,69.50,500
SCBK,"Standard Chartered Bank Kenya Ltd
",186.00,191.00,188.00,192.00,"1,100"
DCON,"Deacons (East Africa) Plc
",6.15,6.15,6.15,6.15,-
EVRD,"Eveready East Africa Ltd
",2.50,2.65,2.55,2.70,"9,200"
XPRS,"Express Kenya Plc
",3.25,3.25,3.25,3.25,-
KQ,"Kenya Airways Plc
",6.50,6.95,6.65,6.40,"393,500"
LKL,"Longhorn Publishers Plc
",5.00,5.10,5.05,4.95,"2,300"
NBV,"Nairobi Business Ventures Ltd
",7.50,7.50,7.50,7.50,"1,100"
NMG,"Nation Media Group Plc
",94.00,95.50,94.50,95.00,"21,500"
SMER,"Sameer Africa Plc
",2.80,2.80,2.80,2.85,-
SGL,"Standard Group Plc
",22.00,22.00,22.00,22.00,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",19.00,19.50,19.20,19.50,"15,600"
UCHM,"Uchumi Supermarket Plc
",3.30,3.45,3.35,3.45,"10,400"
SCAN,"WPP ScanGroup Plc
",18.50,18.55,18.55,18.50,"7,500"
ARM,"ARM Cement Plc
",25.00,26.00,26.00,26.00,"19,300"
BAMB,"Bamburi Cement Ltd
",158.00,160.00,159.00,160.00,"2,800"
CRWN,"Crown Paints Kenya Plc
",42.25,42.25,42.25,42.25,200
CABL,"East African Cables Plc
",6.10,6.30,6.25,6.05,800
PORT,"East African Portland Cement Ltd
",20.00,20.00,20.00,20.00,-
KENO,"KenolKobil Ltd
",14.15,15.70,14.70,15.70,"313,400"
KEGN,"Kenya Electricity Generating Company Plc
",5.95,6.10,6.10,6.15,"171,400"
KPLC-P4,"KPLC-P4
",5.50,5.50,5.50,5.50,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",8.75,9.00,8.85,9.00,"27,100"
TOTL,"TotalEnergies Marketing Kenya Plc
",17.60,19.40,18.00,17.85,"12,300"
UMME,"Umeme Ltd
",15.50,15.50,15.50,15.50,-
BRIT,"Britam Holdings Plc
",10.00,10.50,10.25,10.10,"1,122,800"
CIC,"CIC Insurance Group Ltd
",3.95,4.10,4.05,4.05,"64,900"
JUB,"Jubilee Holdings Ltd
",480.00,480.00,480.00,480.00,-
KNRE,"Kenya Re-Insurance Corporation Ltd
",21.75,22.75,22.50,22.00,"177,400"
LBTY,"Liberty Kenya Holdings Ltd
",13.50,14.00,13.55,13.55,"3,500"
SLAM,"Sanlam Kenya Plc
",32.75,32.75,32.75,32.75,-
CTUM,"Centum Investment Company Plc
",39.50,41.00,41.00,40.25,"1,096,500"
HAFR,"Home Afrika Ltd
",1.15,1.20,1.20,1.15,"127,000"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.10,3.10,3.10,3.05,"2,200"
TCL,"Trans-Century Plc
",6.55,6.90,6.80,6.90,"4,800"
NSE,"Nairobi Securities Exchange Plc
",13.75,14.00,13.90,14.10,"11,700"
AMAC,"Africa Mega Agricorp Plc
",95.00,95.00,95.00,95.00,-
BOC,"BOC Kenya Plc
",85.00,85.00,85.00,85.00,-
BAT,"British American Tobacco Kenya Plc
",830.00,830.00,830.00,830.00,-
CARB,"Carbacid Investments Plc
",14.10,14.10,14.10,14.00,"7,000"
EABL,"East African Breweries Ltd
",250.00,259.00,256.00,258.00,"554,100"
FTGH,"Flame Tree Group Holdings Ltd
",5.30,5.30,5.30,5.40,100
MSC,"Mumias Sugar Company Ltd
",1.30,1.45,1.40,1.35,"1,473,500"
UNGA,"Unga Group Ltd
",35.00,35.00,35.00,35.25,-
SCOM,"Safaricom Plc
",19.70,19.95,19.90,19.95,"6,245,200"
^N25I,"NSE 25-Share Index
","3,626.64","3,626.64","3,626.64","3,647.95",-
