Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",18.50,18.50,18.50,18.50,"1,400"
KUKZ,"Kakuzi Plc
",265.00,265.00,265.00,265.00,-
KAPC,"Kapchorua Tea Kenya Plc
",82.00,82.00,82.00,82.00,-
LIMT,"Limuru Tea Plc
",530.00,530.00,530.00,530.00,-
SASN,"Sasini Plc
",19.50,20.00,19.55,18.85,"6,300"
WTK,"Williamson Tea Kenya Plc
",182.00,182.00,182.00,183.00,-
CGEN,"Car and General (K) Ltd
",27.00,27.00,27.00,27.00,-
ABSA,"ABSA Bank Kenya Plc
",8.50,8.70,8.65,8.55,"339,100"
COOP,"Co-operative Bank of Kenya Ltd
",12.85,13.45,13.05,12.90,"40,700"
DTK,"Diamond Trust Bank Kenya Ltd
",130.00,135.00,133.00,134.00,"28,600"
EQTY,"Equity Group Holdings Plc
",31.00,31.75,31.75,32.00,"2,013,900"
HFCK,"HF Group Ltd
",14.50,14.80,14.60,14.55,"29,900"
IMH,"I & M Holdings Plc
",97.00,97.00,97.00,97.00,-
KCB,"KCB Group Plc
",28.50,30.00,29.00,28.75,"3,729,200"
NBK,"National Bank of Kenya Ltd
",6.85,6.95,6.90,6.90,"9,600"
NCBA,"NCBA Group Plc
",29.00,31.00,30.75,30.75,"5,700"
SBIC,"Stanbic Holdings Plc
",70.00,70.00,70.00,70.00,"7,700"
SCBK,"Standard Chartered Bank Kenya Ltd
",188.00,190.00,190.00,189.00,"9,900"
DCON,"Deacons (East Africa) Plc
",6.45,6.50,6.50,6.55,"45,500"
EVRD,"Eveready East Africa Ltd
",2.35,2.55,2.55,2.50,"50,100"
XPRS,"Express Kenya Plc
",3.20,3.25,3.25,3.05,"4,100"
KQ,"Kenya Airways Plc
",6.90,7.50,7.05,6.90,"2,125,100"
LKL,"Longhorn Publishers Plc
",4.80,5.00,5.00,4.95,"3,200"
NBV,"Nairobi Business Ventures Ltd
",7.50,7.50,7.50,7.50,"1,000"
NMG,"Nation Media Group Plc
",98.00,100.00,98.50,99.00,"28,600"
SMER,"Sameer Africa Plc
",3.00,3.05,3.05,3.00,"52,300"
SGL,"Standard Group Plc
",22.50,22.50,22.50,22.50,200
TPSE,"TPS Eastern Africa (Serena) Ltd
",18.00,18.05,18.05,18.00,"7,800"
UCHM,"Uchumi Supermarket Plc
",3.45,3.45,3.45,3.35,"4,500"
SCAN,"WPP ScanGroup Plc
",18.20,18.40,18.25,18.25,"1,183,500"
ARM,"ARM Cement Plc
",28.50,29.00,28.75,28.75,"1,800"
BAMB,"Bamburi Cement Ltd
",160.00,160.00,160.00,160.00,"1,200"
CRWN,"Crown Paints Kenya Plc
",47.00,47.00,47.00,44.00,100
CABL,"East African Cables Plc
",6.35,6.80,6.55,6.35,"21,300"
PORT,"East African Portland Cement Ltd
",27.00,27.00,27.00,26.25,100
KENO,"KenolKobil Ltd
",12.10,12.30,12.20,12.15,"38,500"
KEGN,"Kenya Electricity Generating Company Plc
",5.50,5.65,5.60,5.65,"476,900"
KPLC-P4,"KPLC-P4
",5.50,5.50,5.50,5.50,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",9.00,9.80,9.05,9.00,"66,400"
TOTL,"TotalEnergies Marketing Kenya Plc
",17.80,17.80,17.80,17.80,-
UMME,"Umeme Ltd
",15.75,15.75,15.75,15.75,-
BRIT,"Britam Holdings Plc
",10.00,10.30,10.10,10.15,"254,100"
CIC,"CIC Insurance Group Ltd
",4.00,4.20,4.10,4.15,"130,900"
JUB,"Jubilee Holdings Ltd
",476.00,476.00,476.00,476.00,-
KNRE,"Kenya Re-Insurance Corporation Ltd
",21.75,23.00,22.00,21.75,"94,200"
LBTY,"Liberty Kenya Holdings Ltd
",14.45,14.45,14.45,14.50,-
SLAM,"Sanlam Kenya Plc
",33.00,33.25,33.25,33.00,"3,500"
CTUM,"Centum Investment Company Plc
",41.00,42.00,41.50,41.25,"2,519,400"
HAFR,"Home Afrika Ltd
",1.15,1.20,1.20,1.20,"467,100"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.20,3.30,3.25,3.10,500
TCL,"Trans-Century Plc
",6.50,7.00,6.90,7.00,"68,400"
NSE,"Nairobi Securities Exchange Plc
",15.00,15.10,15.05,15.05,"528,700"
AMAC,"Africa Mega Agricorp Plc
",95.00,95.00,95.00,95.00,-
BOC,"BOC Kenya Plc
",84.00,84.00,84.00,84.00,-
BAT,"British American Tobacco Kenya Plc
",826.00,826.00,826.00,826.00,-
CARB,"Carbacid Investments Plc
",15.00,15.50,15.30,15.45,"4,400"
EABL,"East African Breweries Ltd
",267.00,269.00,269.00,272.00,"199,900"
FTGH,"Flame Tree Group Holdings Ltd
",5.05,5.05,5.05,5.05,-
MSC,"Mumias Sugar Company Ltd
",1.05,1.10,1.10,1.10,"153,300"
UNGA,"Unga Group Ltd
",33.00,34.50,34.00,34.50,"26,200"
SCOM,"Safaricom Plc
",20.25,21.00,21.00,20.50,"3,933,300"
^N20I,"NSE 20-Share Index
","3,246.72","3,246.72","3,246.72","3,238.47",-
^N25I,"NSE 25-Share Index
","3,686.03","3,686.03","3,686.03","3,671.64",-
^NASI,"NSE All-Share Index
",139.89,139.89,139.89,138.55,-
